,국내주식,글로벌 선진국 DM,글로벌 신흥국 EM,국내 국채(초장기),글로벌 IG 크레딧,사모주식 PE/VC,실물 인프라,사모대출 PD
국내주식,0.038025,0.01582839117022794,0.02904197049868739,0.0022285498088847736,0.001706022645160743,0.015424187132645933,0.007133508692788473,0.0033796185778360035
글로벌 선진국 DM,0.01582839117022794,0.026244,0.021997993683872716,0.0017496492870260625,0.006730874737465318,0.030125690839956788,0.013179372544566987,0.011386602036424805
글로벌 신흥국 EM,0.02904197049868739,0.021997993683872716,0.04409999999999999,0.0015958524418447672,0.005973973368213461,0.024766259004820664,0.013003347352115899,0.008414795596705113
국내 국채(초장기),0.0022285498088847736,0.0017496492870260625,0.0015958524418447672,0.0042250000000000005,0.001690418214287931,0.003815502876786184,0.0012476410503101272,4.9324509126049856e-05
글로벌 IG 크레딧,0.001706022645160743,0.006730874737465318,0.005973973368213461,0.001690418214287931,0.006084,0.006731869600019918,0.004729799341848262,0.0031841444809435145
사모주식 PE/VC,0.015424187132645933,0.030125690839956788,0.024766259004820664,0.003815502876786184,0.006731869600019918,0.0484,0.015651002168082222,0.01610428070093328
실물 인프라,0.007133508692788473,0.013179372544566987,0.013003347352115899,0.0012476410503101272,0.004729799341848262,0.015651002168082222,0.0121,0.007188182147283237
사모대출 PD,0.0033796185778360035,0.011386602036424805,0.008414795596705113,4.9324509126049856e-05,0.0031841444809435145,0.01610428070093328,0.007188182147283237,0.009025
