iteration,국내주식,글로벌 선진국 DM,글로벌 신흥국 EM,국내 국채(초장기),글로벌 IG 크레딧,사모주식 PE/VC,실물 인프라,사모대출 PD
215,0.14999999999999997,0.28,0.1,0.2500000000000002,0.09999999999999952,3.30564814958474e-17,0.1,0.020000000000000153
216,0.25,0.29999999999999993,1.214306433183765e-17,0.15000000000000008,0.11999999999999994,0.08000000000000006,1.471961681065612e-17,0.1
217,0.22000000000000008,0.19999999999999998,0.09999999999999998,0.18000000000000008,0.12000000000000001,0.0,0.07999999999999995,0.1
218,0.15,0.2700000000000001,0.09999999999999996,0.25000000000000017,0.09999999999999985,0.0,0.1,0.030000000000000047
219,0.2499999999999998,0.20000000000000043,0.1,0.14999999999999997,0.11999999999999993,8.14656658862624e-18,0.07999999999999989,0.1
220,0.23000000000000007,0.19999999999999993,0.09999999999999998,0.22999999999999995,0.12000000000000004,1.828049530577015e-17,0.1,0.01999999999999997
221,0.24999999999999997,0.29999999999999993,6.801900026647492e-17,0.24999999999999997,0.0705257943800862,0.0294742056199138,8.716117080634965e-17,0.09999999999999995
222,0.24999999999999997,0.25000000000000006,0.1,0.15999999999999986,0.12000000000000001,0.0,0.020000000000000007,0.1
223,0.25000000000000006,0.19999999999999987,0.1,0.15000000000000002,0.12000000000000023,0.008332995424868043,0.07166700457513187,0.09999999999999995
224,0.25,0.20000000000000015,0.0999999999999999,0.20999999999999996,0.11999999999999995,0.03870159112842729,0.08129840887157273,1.935535160893692e-17
225,0.14999999999999972,0.2811874049308896,0.08881259506911067,0.2299999999999998,0.11999999999999998,0.0,0.030000000000000276,0.1
226,0.15000000000000002,0.37,7.28583859910259e-17,0.23,0.12000000000000001,0.0,0.02999999999999993,0.09999999999999999
227,0.15,0.27000000000000024,0.09999999999999998,0.17999999999999994,0.11999999999999998,1.4485066212903255e-17,0.09999999999999999,0.07999999999999993
228,0.15,0.27000000000000024,0.09999999999999998,0.17999999999999994,0.11999999999999998,1.4485066212903255e-17,0.09999999999999999,0.07999999999999993
229,0.15,0.27000000000000046,0.09999999999999971,0.25000000000000006,0.09999999999999984,8.614137547070785e-18,0.09999999999999995,0.029999999999999912
230,0.2300000000000002,0.20002459725719024,0.09997540274280978,0.22999999999999993,0.12000000000000002,0.0,0.020000000000000056,0.09999999999999988
231,0.15000000000000002,0.3799999999999999,6.955765882420084e-17,0.23576784894088895,0.11423215105911104,0.019999999999999928,4.252972614525523e-17,0.1
232,0.15,0.27000000000000013,0.09999999999999991,0.18000000000000033,0.11999999999999986,1.2753589551141199e-17,0.07999999999999995,0.09999999999999998
233,0.2499999999999997,0.20000000000000018,0.1,0.2100000000000004,0.12000000000000015,0.0,0.019999999999999945,0.1
234,0.24999999999999997,0.21999999999999997,0.1,0.15,0.1000000000000001,1.7385405402536084e-17,0.08000000000000003,0.1
235,0.24999999999999997,0.20000000000000004,0.09999999999999999,0.15000000000000002,0.11999999999999994,1.5459201922145725e-17,0.09999999999999998,0.07999999999999996
236,0.25,0.2,0.1,0.1500000000000002,0.11999999999999973,2.7390427117513408e-18,0.07999999999999997,0.09999999999999999
237,0.15,0.37,0.0,0.1800000000000001,0.11999999999999998,0.0,0.08,0.09999999999999999
238,0.24999999999999997,0.24999999999999994,0.1,0.15000000000000002,0.12,0.0,0.03000000000000005,0.09999999999999999
239,0.14999999999999997,0.39999999999999974,4.506024912247007e-16,0.14999999999999994,0.12,0.0,0.07999999999999997,0.1
240,0.1500000000000001,0.37,0.0,0.1800000000000002,0.11999999999999998,0.0,0.07999999999999996,0.09999999999999998
241,0.25000000000000006,0.2200000000000003,0.09999999999999959,0.20000000000000007,0.04999999999999997,5.399334138307294e-17,0.09999999999999999,0.07999999999999999
242,0.22933437248183908,0.3006656275181609,2.9778682570563075e-17,0.23000000000000015,0.12,0.01999999999999995,0.09999999999999998,0.0
243,0.1500000000000001,0.28738479672513734,0.09999999999999984,0.22261520327486273,0.11999999999999995,0.0,0.02000000000000027,0.09999999999999988
244,0.22000000000000003,0.20000000000000015,0.1,0.1800000000000001,0.11999999999999998,0.0,0.09999999999999988,0.07999999999999986
245,0.25,0.19999999999999993,0.09999999999999996,0.24999999999999992,0.08000000000000027,0.019999999999999993,0.1,0.0
246,0.14999999999999994,0.37000000000000033,0.0,0.24999999999999994,0.10000000000000002,0.029999999999999923,0.0,0.1
247,0.22000000000000014,0.19999999999999996,0.09999999999999992,0.17999999999999894,0.12000000000000002,0.0,0.0800000000000012,0.09999999999999985
248,0.22,0.19999999999999998,0.09999999999999999,0.24999999999999983,0.050000000000000204,0.03942727893439066,0.04057272106560924,0.1
249,0.1499999999999999,0.27000000000000013,0.1,0.25,0.05000000000000005,0.0,0.09999999999999977,0.08000000000000025
250,0.25,0.19999999999999968,0.1,0.25,0.049999999999999975,0.0,0.05000000000000012,0.09999999999999999
251,0.22000000000000014,0.19999999999999993,0.1,0.18000000000000002,0.11999999999999994,0.0,0.07999999999999993,0.1
252,0.1500000000000002,0.37,6.938893903907228e-18,0.23000000000000004,0.11999999999999993,3.172052571283654e-17,0.1,0.029999999999999773
253,0.15,0.26999999999999996,0.09999999999999995,0.1799999999999999,0.1200000000000003,0.0,0.08000000000000006,0.09999999999999981
254,0.15000000000000005,0.3199999999999999,0.1,0.15657209018286786,0.09342790981713209,2.8777378485407886e-17,0.08,0.09999999999999996
255,0.24999999999999986,0.20000000000000018,0.09999999999999999,0.21000000000000002,0.12000000000000006,0.019999999999999754,0.09999999999999998,1.2576745200831851e-16
256,0.24999999999999997,0.19999999999999998,0.09999999999999998,0.2499999999999999,0.08000000000000024,4.2934406030425976e-17,0.1,0.019999999999999934
257,0.2500000000000001,0.20000000000000004,0.09999999999999999,0.15000000000000002,0.11999999999999991,0.0,0.07999999999999995,0.1
258,0.24999999999999994,0.20000000000000004,0.09999999999999998,0.25000000000000006,0.05000000000000001,0.049999999999999975,0.1,0.0
259,0.22000000000000006,0.2110218198731487,0.0889781801268513,0.17999999999999994,0.11999999999999998,8.410854931436195e-17,0.07999999999999988,0.1
260,0.15000000000000002,0.3086894585555021,0.06131054144449781,0.24232523456682892,0.107674765433171,1.645653106188138e-17,0.1,0.0300000000000001
261,0.24999999999999997,0.2200000000000001,0.09999999999999998,0.20000000000000018,0.04999999999999996,0.0999999999999999,0.0,0.08000000000000007
262,0.14999999999999983,0.27000000000000013,0.1,0.23000000000000012,0.11999999999999995,4.631711680858075e-16,0.029999999999999367,0.1
263,0.15,0.37000000000000005,0.0,0.23,0.11999999999999998,0.0,0.029999999999999964,0.1
264,0.15000000000000002,0.26999999999999996,0.1,0.17999999999999988,0.12000000000000002,0.0,0.08000000000000013,0.1
265,0.22000000000000042,0.19999999999999957,0.09999999999999999,0.18000000000000005,0.12,0.0,0.08000000000000002,0.1
266,0.25000000000000017,0.19999999999999996,0.09999999999999995,0.20999999999999977,0.12000000000000001,0.0,0.1,0.019999999999999973
267,0.2299999999999999,0.20000000000000012,0.09999999999999999,0.24999999999999992,0.10000000000000006,0.06507559272891839,0.054924407271081596,6.6118576266948464e-18
268,0.14999999999999997,0.3700000000000003,0.0,0.23000000000000012,0.11999999999999991,0.02999999999999999,3.015151799532685e-17,0.09999999999999988
269,0.15000000000000002,0.2700000000000001,0.09999999999999998,0.1815358788240623,0.12000000000000001,0.0,0.09999999999999999,0.0784641211759377
270,0.2499999999999999,0.19999999999999993,0.09999999999999999,0.1500000000000004,0.1199999999999996,0.0,0.08000000000000036,0.09999999999999983
271,0.25,0.29317707948765526,0.006822920512344788,0.14999999999999994,0.11999999999999997,4.431514450838486e-17,0.08000000000000006,0.1
272,0.25000000000000006,0.3014446133063978,2.290599466064858e-17,0.15,0.11855538669360217,0.0,0.1,0.07999999999999997
273,0.15,0.26999999999999996,0.1,0.22999999999999998,0.11999999999999998,1.0470169998591487e-17,0.030000000000000086,0.1
274,0.24999999999999997,0.19999999999999996,0.1,0.2200000000000001,0.04999999999999996,3.321997003187648e-17,0.08,0.09999999999999998
275,0.22,0.19999999999999998,0.1,0.22999999999999998,0.12000000000000005,1.8543788888463963e-17,0.03,0.1
276,0.14999999999999994,0.40000000000000013,7.297197189201093e-17,0.14999999999999997,0.12,0.045835592899608944,0.03416440710039103,0.09999999999999995
277,0.2434912022794107,0.30650879772058937,0.0,0.15,0.12000000000000001,0.0,0.07999999999999996,0.1
278,0.25,0.3200000000000001,0.0,0.2,0.04999999999999994,0.0,0.1,0.07999999999999997
279,0.25,0.21017075831919066,0.08982924168080936,0.25,0.049999999999999996,0.05000000000000006,0.1,0.0
280,0.25,0.20000000000000007,0.09999999999999999,0.14999999999999997,0.12000000000000002,1.0848091339122793e-17,0.07999999999999996,0.09999999999999996
281,0.25,0.20000000000000004,0.1,0.22000000000000008,0.04999999999999996,0.0800000000000001,0.0,0.1
282,0.25000000000000006,0.19999999999999996,0.09999999999999999,0.15,0.11999999999999997,0.0,0.08000000000000003,0.1
283,0.21999999999999997,0.30000000000000004,0.0,0.182657725153046,0.11734227484695411,0.07999999999999993,0.0,0.09999999999999999
284,0.15000000000000005,0.33327274002626983,0.06672725997372997,0.15,0.11999999999999997,0.06320301875458466,0.01679698124541538,0.09999999999999996
285,0.22999999999999995,0.2000000000000002,0.1,0.22999999999999998,0.12,4.3560967883298927e-17,0.09999999999999991,0.019999999999999882
286,0.25000000000000006,0.19999999999999998,0.09999999999999991,0.14999999999999972,0.11999999999999993,1.6400091243379116e-18,0.08000000000000028,0.1
287,0.15000000000000002,0.27,0.1,0.17999999999999988,0.11999999999999998,0.0,0.07999999999999988,0.1
288,0.15000000000000002,0.30000000000000004,0.1,0.14999999999999994,0.12000000000000001,0.0,0.07999999999999996,0.1
289,0.1983003094037363,0.2216996905962638,0.1,0.24999999999999997,0.04999999999999998,0.0,0.09999999999999999,0.08000000000000006
290,0.15000000000000002,0.37000000000000005,0.0,0.17999999999999997,0.12000000000000002,1.4040613941004997e-18,0.07999999999999996,0.1
291,0.15,0.36329873907643107,0.006701260923569015,0.25000000000000017,0.04999999999999986,6.2109501276900475e-18,0.08,0.09999999999999999
292,0.14999999999999994,0.35257233669364474,0.017427663306355284,0.2500000000000001,0.049999999999999996,1.8424973561686872e-20,0.08,0.1
293,0.14999999999999983,0.2700000000000001,0.1,0.22999999999999995,0.12000000000000012,1.0344726164187442e-16,0.029999999999999926,0.1
294,0.14999999999999983,0.2700000000000001,0.1,0.22999999999999995,0.12000000000000012,1.0344726164187442e-16,0.029999999999999926,0.1
295,0.15000000000000002,0.284861535743427,0.0851384642565731,0.17999999999999983,0.12000000000000002,0.0,0.08000000000000006,0.1
296,0.25,0.20000000000000018,0.09999999999999991,0.2500000000000003,0.050000000000000086,5.457866718777859e-17,0.09999999999999999,0.04999999999999948
297,0.1500000000000001,0.26999999999999985,0.09999999999999996,0.25,0.10000000000000005,6.7649627891817666e-18,0.1,0.03000000000000009
298,0.20605116689573597,0.213948833104264,0.1,0.22999999999999995,0.12,9.907964468079398e-18,0.0300000000000001,0.09999999999999994
299,0.25,0.20000000000000007,0.09999999999999999,0.24999999999999994,0.08000000000000004,0.019999999999999882,9.328481828122863e-17,0.09999999999999994
