iteration,국내주식,글로벌 선진국 DM,글로벌 신흥국 EM,국내 국채(초장기),글로벌 IG 크레딧,사모주식 PE/VC,실물 인프라,사모대출 PD
47,0.24999999999999983,0.20000000000000018,0.09999999999999999,0.21999999999999972,0.05000000000000005,0.05650670446251494,0.023493295537485425,0.0999999999999999
48,0.2299999999999993,0.19999999999999993,0.1,0.23000000000000076,0.12000000000000005,3.0447853175982816e-17,0.1,0.01999999999999999
49,0.2499999999999999,0.24825949835390024,0.05174050164609984,0.22000000000000003,0.04999999999999995,0.0,0.08000000000000007,0.1
50,0.15000000000000033,0.36999999999999994,0.0,0.24999999999999997,0.0499999999999999,3.991209402135113e-18,0.07999999999999972,0.1
51,0.14999999999999997,0.27000000000000013,0.1,0.25,0.05000000000000004,1.1214061087322613e-17,0.07999999999999999,0.09999999999999994
52,0.23,0.1999999999999999,0.09999999999999998,0.23224849410740622,0.11775150589259391,4.666153025931962e-17,0.01999999999999992,0.1
53,0.23000000000000015,0.19999999999999993,0.1,0.24999999999999992,0.09999999999999999,0.019999999999999872,9.528833939520251e-17,0.1
54,0.23000000000000015,0.24241925942367515,0.05758074057632479,0.24999999999999997,0.10000000000000002,0.019999999999999928,0.1,0.0
55,0.24999999999999997,0.29999999999999993,7.65462320257611e-17,0.24999999999999997,0.05000000000000005,0.050000000000000086,0.1,0.0
56,0.15000000000000002,0.2699999999999999,0.1,0.1800000000000001,0.12000000000000002,1.4773604891278884e-17,0.07999999999999992,0.1
57,0.2500000000000001,0.2,0.1,0.24999999999999992,0.07999999999999988,0.020000000000000157,0.09999999999999988,0.0
58,0.15000000000000002,0.2700000000000001,0.09999999999999996,0.24999999999999992,0.05000000000000002,0.0,0.1,0.07999999999999999
59,0.22999999999999982,0.2000000000000002,0.09999999999999999,0.24999999999999997,0.09999999999999995,0.0,0.020000000000000063,0.09999999999999998
60,0.22000000000000006,0.2,0.09999999999999999,0.25000000000000006,0.05000000000000008,0.0,0.07999999999999985,0.1
61,0.24999999999999997,0.23000000000000023,0.1,0.24999999999999997,0.04999999999999982,0.019999999999999612,0.1,2.8425170177140873e-16
62,0.15000000000000008,0.41999999999999993,0.0,0.19999999999999998,0.05000000000000003,0.09999999999999998,0.0,0.08
63,0.24999999999999997,0.3000000000000001,0.0,0.21999999999999992,0.05000000000000001,0.0,0.0800000000000001,0.1
64,0.21999999999999997,0.19999999999999987,0.1,0.17999999999999985,0.12000000000000001,7.636819556715935e-19,0.08000000000000003,0.1
65,0.25,0.19999999999999993,0.1,0.15000000000000002,0.1199999999999999,1.2588919182159351e-17,0.08,0.1
66,0.15000000000000005,0.2699999999999999,0.1,0.22999999999999998,0.12,3.4396750480487457e-17,0.1,0.029999999999999978
67,0.14999999999999997,0.37000000000000005,0.0,0.1799999999999998,0.12000000000000019,4.660005813599203e-18,0.07999999999999999,0.09999999999999999
68,0.25,0.2000000000000004,0.09999999999999998,0.14999999999999966,0.11999999999999998,0.0,0.08000000000000007,0.09999999999999992
69,0.24999999999999994,0.19999999999999993,0.1,0.25000000000000017,0.07999999999999992,0.011405506801780102,0.1,0.008594493198219743
70,0.14999999999999994,0.30023365658307277,0.09976634341692729,0.15,0.12000000000000002,0.0,0.1,0.07999999999999989
71,0.25000000000000006,0.19999999999999996,0.09999999999999999,0.19813793641163047,0.11999999999999998,4.919336654608548e-17,0.09999999999999998,0.0318620635883695
72,0.25,0.29999999999999805,1.9290125052862095e-15,0.14999999999999994,0.12000000000000009,0.0,0.07999999999999993,0.1
73,0.14999999999999997,0.2699999999999999,0.1,0.1799999999999998,0.11999999999999994,0.0,0.08000000000000007,0.1
74,0.14999999999999997,0.2700000000000002,0.09999999999999984,0.23,0.12000000000000001,0.029999999999999957,6.245004513516506e-17,0.1
75,0.15,0.27,0.1,0.25000000000000006,0.0999999999999999,0.0,0.03000000000000014,0.1
76,0.15,0.346457274049438,0.07354272595056202,0.19000000000000006,0.12000000000000002,0.015264734344572416,0.004735265655427534,0.1
77,0.22000000000000014,0.19999999999999993,0.1,0.2299999999999999,0.12000000000000005,1.4442761943148405e-17,0.09999999999999998,0.030000000000000054
78,0.24999999999999997,0.2,0.09999999999999995,0.15000000000000027,0.1199999999999999,0.04198044096691285,0.038019559033087076,0.1
79,0.15,0.31999999999999995,0.1,0.14999999999999997,0.10000000000000003,0.0,0.07999999999999997,0.1
80,0.14999999999999997,0.26999999999999996,0.1,0.22999999999999998,0.12000000000000005,1.211774548312042e-17,0.029999999999999874,0.1
81,0.14999999999999997,0.27,0.1,0.18,0.1200000000000001,0.08000000000000004,0.0,0.1
82,0.14999999999999997,0.3097593080245697,0.09999999999999999,0.20024069197543048,0.12,0.0,0.020000000000000046,0.1
83,0.15000000000000002,0.30000000000000016,0.1,0.14999999999999997,0.11999999999999998,0.07999999999999988,1.3877787807814457e-17,0.09999999999999999
84,0.15,0.27000000000000046,0.0999999999999996,0.18,0.11999999999999998,0.0,0.07999999999999997,0.1
85,0.1500000000000001,0.31999999999999995,0.09999999999999998,0.15000000000000002,0.09999999999999996,0.07999999999999999,0.0,0.1
86,0.24999999999999994,0.22000000000000017,0.1,0.1500000000000003,0.09999999999999996,0.0,0.0800000000000001,0.09999999999999973
87,0.1499999999999999,0.36999999999999994,5.507641645757176e-18,0.21912997506129078,0.11999999999999998,7.531810547352372e-20,0.1,0.04087002493870931
88,0.25,0.21999999999999947,0.09999999999999995,0.14999999999999994,0.10000000000000057,0.08,8.586443133426299e-18,0.1
89,0.14999999999999988,0.2700000000000001,0.1,0.25000000000000006,0.04999999999999985,0.0,0.08000000000000014,0.1
90,0.15000000000000002,0.2700000000000001,0.1,0.2300000000000001,0.11999999999999972,0.0,0.030000000000000207,0.09999999999999999
91,0.24999999999999992,0.32000000000000006,0.0,0.14999999999999994,0.09999999999999992,4.469319510408826e-17,0.0800000000000001,0.1
92,0.14999999999999997,0.37,0.0,0.18000000000000013,0.12,1.740362147376989e-17,0.07999999999999993,0.1
93,0.15,0.30365600781833263,0.06634399218166734,0.2299999999999998,0.12000000000000004,0.030000000000000283,0.09999999999999996,1.6436285902549473e-17
94,0.24999999999999992,0.3,1.357231756419917e-16,0.22000000000000025,0.04999999999999999,0.1,0.07999999999999978,0.0
95,0.25,0.19999999999999996,0.1,0.25000000000000006,0.07999999999999996,0.0,0.1,0.020000000000000014
96,0.14999999999999994,0.2700000000000001,0.1,0.23000000000000012,0.11999999999999994,0.0,0.1,0.029999999999999902
97,0.24999999999999994,0.20000000000000007,0.09999999999999994,0.15,0.12000000000000001,2.8535845562537003e-18,0.07999999999999993,0.1
98,0.21999999999999995,0.19999999999999998,0.09999999999999999,0.23,0.12000000000000002,0.09551478721395314,0.0,0.03448521278604692
99,0.25,0.19999999999999968,0.09999999999999994,0.15000000000000022,0.12,0.0,0.08000000000000027,0.09999999999999994
100,0.24999999999999997,0.26171793642685665,0.040136429044169204,0.21814563452897437,0.04999999999999988,0.08000000000000008,0.0,0.1
101,0.24999999999999997,0.22,0.09999999999999992,0.15000000000000005,0.09999999999999995,8.449279702539786e-17,0.07999999999999999,0.09999999999999992
102,0.25000000000000006,0.19999999999999996,0.09999999999999998,0.2499999999999999,0.050000000000000086,0.0,0.049999999999999954,0.1
103,0.15,0.4000000000000003,0.0,0.1500000000000001,0.1199999999999998,0.0,0.08,0.09999999999999996
104,0.15000000000000002,0.27,0.1,0.1800000000000001,0.1199999999999999,0.08000000000000022,0.0,0.1
105,0.25000000000000006,0.3,0.0,0.23861559328695167,0.04999999999999999,3.212799547121431e-17,0.06138440671304825,0.1
106,0.14999999999999986,0.4000000000000001,5.95375462158166e-17,0.14999999999999994,0.12000000000000012,0.06460265488580996,0.015397345114189963,0.1
107,0.14999999999999997,0.4,0.0,0.15,0.12,3.469446951953614e-17,0.08000000000000002,0.09999999999999998
108,0.15,0.2700000000000001,0.09999999999999996,0.22999999999999995,0.12000000000000001,1.5244097759488798e-17,0.030000000000000002,0.1
109,0.16749354973497738,0.2525064502650226,0.09999999999999999,0.2500000000000001,0.0999999999999999,0.0,0.02999999999999999,0.1
110,0.22999999999999984,0.20000000000000012,0.1,0.25,0.1,0.0,0.01999999999999996,0.1
111,0.14999999999999994,0.4000000000000002,0.0,0.14999999999999988,0.12000000000000002,0.057162602752375564,0.022837397247624437,0.1
112,0.24999999999999997,0.20000000000000037,0.09999999999999996,0.15000000000000013,0.11999999999999958,0.0,0.09999999999999988,0.08000000000000004
113,0.1646100346950938,0.26538996530490633,0.09999999999999994,0.22999999999999976,0.12000000000000001,0.0,0.1,0.020000000000000278
114,0.14999999999999997,0.2700000000000002,0.1,0.180000000000001,0.11999999999999875,2.657375287608099e-17,0.07999999999999996,0.1
115,0.25000000000000006,0.19999999999999993,0.09999999999999999,0.15,0.11999999999999997,0.0,0.08,0.1
116,0.14999999999999997,0.27,0.1,0.17999999999999994,0.12000000000000002,0.031741786071112624,0.04825821392888732,0.1
117,0.14999999999999997,0.27000000000000013,0.09999999999999998,0.25000000000000006,0.050000000000000024,0.0,0.07999999999999988,0.1
118,0.2258860394674165,0.19999999999999998,0.1,0.22999999999999995,0.11999999999999993,0.0,0.1,0.024113960532583648
119,0.15000000000000013,0.2699999999999998,0.1,0.17999999999999988,0.11999999999999994,3.83907358338357e-17,0.08000000000000003,0.1
120,0.25,0.20000000000000007,0.1,0.15,0.11999999999999998,0.0,0.07999999999999988,0.1
121,0.1500000000000003,0.4,0.0,0.14999999999999994,0.12000000000000001,0.0,0.07999999999999992,0.09999999999999998
122,0.24999999999999994,0.20000000000000004,0.1,0.22000000000000008,0.05000000000000008,0.0,0.08000000000000032,0.09999999999999994
123,0.23000000000000004,0.28746191775336044,0.012538082246639513,0.25000000000000006,0.10000000000000002,0.01999999999999999,0.09999999999999999,0.0
124,0.15,0.27000000000000013,0.09999999999999998,0.17999999999999994,0.12000000000000001,0.0,0.07999999999999989,0.1
125,0.15,0.28,0.1,0.24999999999999997,0.1,0.0,0.1,0.019999999999999987
126,0.22999999999999998,0.29024897087429663,0.009751029125703446,0.25,0.09999999999999994,3.06658683336685e-19,0.1,0.020000000000000004
127,0.24999999999999997,0.2,0.1,0.24999999999999975,0.0500000000000001,0.05000000000000015,2.0249500580054625e-19,0.1
128,0.14999999999999994,0.2700000000000001,0.09999999999999998,0.23,0.12000000000000005,0.0,0.03000000000000006,0.1
129,0.2300000000000002,0.20000000000000004,0.09999999999999998,0.22999999999999998,0.11999999999999997,0.0,0.019999999999999876,0.1
130,0.2472775141047234,0.2,0.09999999999999999,0.2127224858952767,0.11999999999999998,1.1800043199563997e-17,0.1,0.01999999999999992
131,0.2300000000000001,0.19999999999999993,0.1,0.23000000000000007,0.11999999999999995,0.01999999999999999,0.1,0.0
132,0.1499999999999999,0.3700000000000001,2.188887967882285e-18,0.25,0.049999999999999975,0.1,0.0,0.08000000000000011
133,0.15000000000000008,0.36999999999999944,5.238530013475125e-16,0.2500000000000001,0.04999999999999994,1.122517651616012e-16,0.1,0.07999999999999975
134,0.14999999999999997,0.27,0.1,0.18,0.12000000000000005,0.0,0.07999999999999995,0.09999999999999998
135,0.15000000000000002,0.2700000000000001,0.09999999999999995,0.24999999999999992,0.04999999999999999,4.6774343529822426e-17,0.08000000000000017,0.09999999999999984
136,0.14999999999999994,0.37000000000000005,0.0,0.18000000000000002,0.12000000000000004,7.973125774184624e-18,0.08,0.09999999999999999
137,0.2376359342737942,0.31236406572620584,6.565073960993957e-19,0.14999999999999994,0.12000000000000001,6.8231557042410104e-18,0.08,0.1
138,0.14999999999999977,0.28000000000000025,0.1,0.23,0.12000000000000005,0.0,0.09999999999999998,0.020000000000000056
139,0.14999999999999997,0.2813041116321667,0.08869588836783329,0.22616031666080125,0.12,4.829349538816643e-17,0.033839683339198796,0.1
140,0.15000000000000002,0.37000000000000005,0.0,0.1800000000000002,0.11999999999999997,0.0,0.07999999999999989,0.1
141,0.2299999999999995,0.20000000000000007,0.09999999999999994,0.24999999999999992,0.10000000000000005,5.868391727413179e-17,0.1,0.020000000000000406
142,0.22000000000000008,0.19999999999999996,0.1,0.25,0.04999999999999987,9.65891440944521e-18,0.07999999999999995,0.1
143,0.23,0.19999999999999998,0.1,0.22999999999999993,0.12000000000000006,0.0,0.09999999999999995,0.020000000000000104
144,0.15,0.40000000000000024,0.0,0.15,0.11999999999999987,0.0,0.07999999999999999,0.09999999999999994
145,0.15000000000000005,0.37,3.580244911592922e-18,0.2500000000000001,0.09999999999999998,0.047974040937416085,0.08202595906258431,0.0
146,0.14999999999999994,0.4000000000000001,4.05473669272126e-17,0.14999999999999986,0.12000000000000001,0.07298000479678138,0.007019995203218454,0.1
147,0.14999999999999997,0.27625068637685035,0.1,0.17374931362314952,0.11999999999999997,0.07999999999999997,0.0,0.1
148,0.25000000000000017,0.21999999999999928,0.1,0.2000000000000002,0.05,0.0799999999999999,1.164053349754786e-16,0.09999999999999973
149,0.15,0.3200000000000001,0.1,0.19999999999999998,0.05,0.08,1.9378352215422095e-18,0.1
150,0.24999999999999997,0.19999999999999932,0.1,0.20999999999999994,0.12000000000000006,0.020000000000000552,2.0188394518929633e-17,0.09999999999999953
151,0.14999999999999986,0.33333926715268003,0.036660732847320035,0.23,0.11999999999999995,0.0,0.03000000000000023,0.1
152,0.25000000000000006,0.2,0.1,0.15000000000000005,0.11999999999999994,0.03567027428087775,0.044329725719122415,0.09999999999999983
153,0.25,0.29999999999999993,4.1248430093337693e-17,0.24999999999999994,0.08000000000000002,1.990195278800352e-17,0.019999999999999997,0.1
154,0.14999999999999994,0.2699999999999998,0.1,0.17999999999999994,0.1200000000000001,5.59984330200062e-18,0.07999999999999999,0.1
155,0.15000000000000005,0.27,0.09999999999999999,0.24999999999999967,0.05000000000000027,0.057623799731442625,0.02237620026855739,0.09999999999999995
156,0.15,0.2699999999999998,0.1,0.18000000000000002,0.12,0.0,0.08000000000000015,0.1
157,0.21999999999999992,0.19999999999999998,0.1,0.25000000000000006,0.049999999999999996,5.4804931262244315e-17,0.09243696182817228,0.08756303817182769
158,0.15,0.37,0.0,0.22999999999999998,0.12000000000000001,0.02611393077403326,0.003886069225966753,0.1
159,0.25000000000000006,0.20000000000000007,0.09999999999999985,0.21999999999999972,0.04999999999999999,0.09999999999999995,0.0,0.08000000000000027
160,0.25,0.19999999999999984,0.1,0.1499999999999999,0.12000000000000026,0.08000000000000007,0.0,0.09999999999999995
161,0.25,0.2,0.09999999999999999,0.15,0.11999999999999998,5.3240994476113796e-17,0.09999999999999999,0.07999999999999995
162,0.24999999999999997,0.19999999999999998,0.09999999999999999,0.14999999999999997,0.11999999999999998,1.6544703381209398e-17,0.08000000000000004,0.1
163,0.22000000000000022,0.19999999999999996,0.1,0.2499999999999998,0.05000000000000005,0.0,0.09999999999999999,0.08000000000000004
164,0.24999999999999994,0.2,0.1,0.25000000000000006,0.07999999999999978,0.02000000000000017,0.09999999999999991,1.5612511283791264e-16
165,0.15000000000000005,0.27000000000000013,0.09999999999999974,0.1799999999999999,0.12,6.14743235801822e-18,0.1,0.0799999999999997
166,0.25000000000000017,0.28722152868888523,0.012778471311114644,0.15000000000000005,0.11999999999999993,1.3873689833859948e-17,0.07999999999999988,0.1
167,0.15000000000000002,0.37000000000000005,3.881443777498106e-17,0.17999999999999997,0.12,2.039270050418925e-18,0.07999999999999972,0.1
168,0.15,0.27000000000000013,0.09999999999999996,0.24999999999999992,0.05000000000000009,0.07999999999999993,4.095212016607969e-17,0.09999999999999999
169,0.24999999999999994,0.20000000000000015,0.09999999999999995,0.24999999999999994,0.05,8.723839120334124e-17,0.1,0.04999999999999964
170,0.15,0.2700000000000001,0.1,0.1914579042896522,0.10854209571034772,0.0999999999999998,2.514601203360733e-17,0.08000000000000015
171,0.24999999999999997,0.19999999999999998,0.1,0.24999999999999997,0.07999999999999999,0.020000000000000014,0.0,0.09999999999999999
172,0.25,0.19999999999999998,0.1,0.14999999999999966,0.12000000000000013,0.0,0.08000000000000021,0.1
173,0.23000000000000007,0.2000000000000001,0.09999999999999995,0.25,0.09999999999999987,1.662892564877735e-17,0.1,0.0199999999999998
174,0.2445618930204995,0.3054381069795004,9.707198566489485e-18,0.15000000000000002,0.11999999999999998,2.305701970764732e-17,0.07999999999999984,0.1
175,0.2417027288504809,0.20000000000000004,0.09999999999999991,0.2182972711495192,0.11999999999999995,0.01999999999999993,0.09999999999999999,5.0629630669644e-17
176,0.15000000000000002,0.2699999999999999,0.1,0.22999999999999998,0.12000000000000001,0.0,0.1,0.03000000000000013
177,0.15,0.31735726929563557,0.052642730704364406,0.18000000000000016,0.11999999999999995,0.06321689180752302,0.016783108192476928,0.1
178,0.15051781718475593,0.2794821828152442,0.09999999999999999,0.22999999999999998,0.11999999999999998,5.982301879223783e-17,0.1,0.019999999999999945
179,0.2209157324076182,0.22908426759238176,0.1,0.15000000000000002,0.12000000000000001,0.0,0.08277740125124394,0.09722259874875597
180,0.2300000000000001,0.19999999999999996,0.09999999999999998,0.2499999999999998,0.10000000000000006,0.0,0.1,0.01999999999999996
181,0.25,0.2,0.1,0.14999999999999997,0.11999999999999987,0.1,0.08000000000000008,0.0
182,0.24999999999999986,0.3,0.0,0.15000000000000002,0.12,0.0800000000000008,0.0,0.0999999999999999
183,0.14999999999999988,0.37000000000000005,1.1709383462843448e-16,0.24999999999999975,0.05000000000000006,0.07999999999999999,0.0,0.1
184,0.25000000000000006,0.2199999999999992,0.1,0.14999999999999986,0.09999999999999995,0.09999999999999994,2.0872226812996544e-16,0.0800000000000007
185,0.14999999999999958,0.27000000000000013,0.1,0.18000000000000002,0.12000000000000005,0.0,0.08000000000000004,0.1
186,0.22000000000000006,0.19999999999999998,0.1,0.23000000000000004,0.11999999999999997,0.0,0.09999999999999992,0.030000000000000113
187,0.25000000000000006,0.19999999999999998,0.1,0.14999999999999983,0.12000000000000004,0.0,0.07999999999999989,0.1
188,0.24999999999999997,0.3,1.0408340855860843e-17,0.15,0.12,4.534228895939983e-18,0.09999999999999998,0.08
189,0.1500000000000002,0.29178170233974154,0.07821829766025835,0.18000000000000016,0.11999999999999977,0.0,0.08000000000000002,0.09999999999999996
190,0.25000000000000006,0.19999999999999937,0.1,0.24999999999999997,0.04999999999999995,0.049999999999999704,3.841502084241974e-16,0.1
191,0.25,0.19999999999999998,0.1,0.25,0.08000000000000014,0.019999999999999782,0.1,2.3480408426501567e-17
192,0.15000000000000005,0.27,0.09999999999999994,0.18000000000000013,0.12000000000000004,3.937806641643137e-17,0.07999999999999995,0.09999999999999991
193,0.15000000000000005,0.27,0.09999999999999994,0.18000000000000013,0.12000000000000004,3.937806641643137e-17,0.07999999999999995,0.09999999999999991
194,0.22000000000000003,0.20000000000000004,0.1,0.23000000000000004,0.12000000000000001,9.21521701228528e-18,0.09999999999999998,0.029999999999999867
195,0.25000000000000017,0.20000000000000012,0.09999999999999996,0.21000000000000052,0.11999999999999944,0.019999999999999466,0.09999999999999992,3.089061306192354e-16
196,0.23,0.19999999999999998,0.1,0.25,0.09999999999999995,1.1040180393271537e-18,0.1,0.02000000000000003
197,0.1679455390681684,0.26205446093183177,0.1,0.24999999999999997,0.09999999999999995,0.019999999999999882,0.1,0.0
198,0.25,0.2409447186606704,0.059055281339329614,0.22000000000000028,0.04999999999999979,0.07999999999999997,4.137496454081543e-18,0.09999999999999998
199,0.14999999999999997,0.27,0.09999999999999999,0.25,0.10000000000000003,0.029999999999999978,0.0,0.1
200,0.25000000000000006,0.19999999999999987,0.1,0.23844856964529773,0.04999999999999998,0.061551430354702334,0.1,0.0
201,0.25000000000000044,0.19999999999999998,0.1,0.14999999999999988,0.12000000000000002,6.376888798386323e-17,0.07999999999999954,0.1
202,0.25,0.22,0.09999999999999995,0.15,0.10000000000000002,0.0,0.07999999999999995,0.1
203,0.14999999999999994,0.33167108880551477,0.038328911194485234,0.18,0.11999999999999998,1.2165584185350531e-17,0.1,0.07999999999999999
204,0.21999999999999986,0.30000000000000004,0.0,0.18000000000000033,0.11999999999999975,4.8470600521749883e-17,0.08,0.1
205,0.25000000000000006,0.24999999999999845,0.09999999999999974,0.15000000000000002,0.11999999999999997,0.0,0.09999999999999996,0.030000000000001692
206,0.25,0.20000000000000015,0.09999999999999996,0.24999999999999997,0.07999999999999995,0.0,0.1,0.02000000000000001
207,0.15000000000000002,0.3870123939513681,4.2940262185573703e-17,0.16298760604863197,0.12000000000000004,1.625897290293692e-17,0.0799999999999999,0.1
208,0.15,0.37000000000000005,0.0,0.24999999999999994,0.09999999999999998,0.0,0.1,0.030000000000000027
209,0.25,0.29999999999999993,1.0053022138928902e-16,0.1499999999999999,0.12000000000000013,0.08000000000000014,0.0,0.09999999999999999
210,0.1500000000000002,0.41999999999999993,1.3171837089620289e-17,0.14999999999999983,0.10000000000000016,0.07999999999999995,4.679920151524272e-17,0.09999999999999999
211,0.24999999999999978,0.20000000000000023,0.1,0.15,0.12000000000000006,0.0,0.08000000000000002,0.1
212,0.14999999999999994,0.27,0.09999999999999994,0.2500000000000002,0.09999999999999995,0.0,0.1,0.029999999999999905
213,0.21999999999999995,0.19999999999999998,0.09999999999999999,0.18000000000000002,0.12000000000000005,3.6155541730074024e-17,0.1,0.07999999999999996
214,0.15000000000000013,0.26999999999999985,0.1,0.18000000000000005,0.12000000000000002,3.354702515133479e-17,0.07999999999999989,0.1
