method,국내주식,글로벌 선진국 DM,글로벌 신흥국 EM,국내 국채(초장기),글로벌 IG 크레딧,사모주식 PE/VC,실물 인프라,사모대출 PD,expected_return,volatility,sharpe,TE_vs_official,turnover_vs_official,utility
BL-MVO_TE095,0.18782779127201168,0.29752,0.034652208727988305,0.23411400663228343,0.09836762013509172,0.01766666666666668,0.05118503989929147,0.07766666666666665,0.0562879591257611,0.09883276997288003,0.2659842391645462,0.00950000000000026,0.08017220872798825,0.03675212628473667
Robust_BL_TE095,0.1917272196934779,0.30041025912578545,0.027862521180736708,0.24800000000000003,0.0845392781810432,0.018735397136932615,0.05005865801535747,0.07766666666666666,0.05615494963740204,0.09856818696325796,0.2653487950138668,0.009500000000001478,0.072931269529734,0.03672357467495448
