normal_RBL_minus_Team_utility,stress1_Team_minus_RBL_utility,stress23_mean_RBL_minus_Team_utility,illustrative_breakeven_view_failure_probability,note
0.0012395734029505348,0.005070523135243171,0.0023292035420813158,0.3147688615606386,Legacy audit reference only; not used for the final Robust-BL selection. No scenario probability is supplied or inferred.
