,국내주식,글로벌 선진국 DM,글로벌 신흥국 EM,국내 국채(초장기),글로벌 IG 크레딧,사모주식 PE/VC,실물 인프라,사모대출 PD
국내주식,0.038025,0.014198437802209503,0.028248895770958918,0.0021915158992402623,0.0017544556586533207,0.0247489660522921,0.01144304068586901,0.005526518282315827
글로벌 선진국 DM,0.0141984378022095,0.026244,0.024181620096699344,0.0018516172610927814,0.006597520837993386,0.048485084087801056,0.02306991876705062,0.020438365025907394
글로벌 신흥국 EM,0.02824889577095892,0.024181620096699347,0.04409999999999999,0.0016454662681398716,0.005909088317149818,0.0488488958194084,0.025439931892505232,0.017994835566879884
국내 국채(초장기),0.0021915158992402615,0.0018516172610927814,0.0016454662681398714,0.0042250000000000005,0.0016873883016777379,0.005622366607891442,0.0018249942756633903,4.5391722533496175e-05
글로벌 IG 크레딧,0.0017544556586533203,0.0065975208379933864,0.0059090883171498175,0.0016873883016777379,0.006084,0.01022974552466972,0.007155469030841427,0.004813613367553989
사모주식 PE/VC,0.0247489660522921,0.048485084087801056,0.048848895819408385,0.005622366607891442,0.01022974552466972,0.10890000000000001,0.03723822835204056,0.037479836431027806
실물 인프라,0.011443040685869009,0.02306991876705062,0.02543993189250523,0.0018249942756633903,0.007155469030841425,0.03723822835204056,0.027225000000000003,0.016746931708507964
사모대출 PD,0.005526518282315826,0.020438365025907394,0.017994835566879884,4.5391722533496236e-05,0.004813613367553989,0.037479836431027806,0.016746931708507964,0.020306250000000005
