,국내주식,글로벌 선진국 DM,글로벌 신흥국 EM,국내 국채(초장기),글로벌 IG 크레딧,사모주식 PE/VC,실물 인프라,사모대출 PD
국내주식,1.0,0.4494598861098292,0.6898387245655413,0.1729006626619536,0.11534882699890339,0.38459931705193623,0.355650060166869,0.198885048396431
글로벌 선진국 DM,0.44945988610982907,1.0,0.7108059993150895,0.17584209507053952,0.5221209906610783,0.9069413409614862,0.8630721573905954,0.8853526110421222
글로벌 신흥국 EM,0.6898387245655414,0.7108059993150896,1.0,0.12054697935090633,0.36075020251219897,0.7048902715643347,0.7341971686148696,0.6013311801797788
국내 국채(초장기),0.17290066266195356,0.17584209507053952,0.12054697935090632,1.0,0.3328182054591199,0.2621149933748924,0.17016263642549093,0.004900590826828196
글로벌 IG 크레딧,0.11534882699890336,0.5221209906610784,0.3607502025121989,0.3328182054591199,1.0,0.3974260110594296,0.5559804996768785,0.43307362731030036
사모주식 PE/VC,0.38459931705193623,0.9069413409614862,0.7048902715643346,0.2621149933748924,0.3974260110594296,1.0,0.6838976740503316,0.7970193818400383
실물 인프라,0.35565006016686895,0.8630721573905954,0.7341971686148695,0.17016263642549093,0.5559804996768783,0.6838976740503316,1.0,0.7122565319939591
사모대출 PD,0.19888504839643098,0.8853526110421222,0.6013311801797788,0.004900590826828203,0.43307362731030036,0.7970193818400383,0.7122565319939591,1.0
