portfolio,baseline_expected_return,stress_expected_return,expected_return_change,baseline_active_return_vs_official,stress_active_return_vs_official,active_return_change,baseline_volatility,stress_volatility,baseline_utility,stress_utility,utility_change
Team,0.057087000000000006,0.05361323799030458,-0.0034737620096954233,0.0014568933333333478,-0.006959647799421785,-0.008416541132755133,0.10607109660433538,0.10607109660433538,0.034584844930307515,0.03111108292061209,-0.003473762009695427
Robust_BL,0.05509462696287618,0.07717071584118437,0.02207608887830819,-0.0005354797037904757,-0.007191436657861955,-0.006655956954071479,0.09815856720026564,0.09815856720026564,0.03582441833325805,0.05790050721156624,0.02207608887830819
Blend_50_RBL,0.05609081348143809,0.07141787363196243,0.015327060150524346,0.0004607068147714291,-0.005845513648133696,-0.006306220462905125,0.10202843277015866,0.10202843277015866,0.03527121129436851,0.05059827144489286,0.015327060150524346
