p,kappa,국내주식,글로벌 선진국 DM,글로벌 신흥국 EM,국내 국채(초장기),글로벌 IG 크레딧,사모주식 PE/VC,실물 인프라,사모대출 PD,기대수익률,변동성,Sharpe,TE,회전율,portfolio_mu_SE,worst_mu
0.1,1.8680308149625966,0.15,0.2700000000000001,0.1,0.25000000000000006,0.09999999999999992,0.0,0.08484714129382592,0.045152858706174095,0.056411528587061735,0.09852319309092594,0.26807422454007185,0.015774927844629118,0.16633195944531068,0.03204899518463103,-0.003456982006416899
0.5,2.710003966362742,0.14999999999999997,0.26999999999999985,0.1,0.2500000000000001,0.09999999999999991,7.112366251504909e-17,0.1,0.029999999999999916,0.056259999999999984,0.09888320812556622,0.2655658174707872,0.016101819307377727,0.18148481815148493,0.031902123584604536,-0.030194881449672688
0.9,3.655347608164199,0.15000000000000002,0.2699999999999996,0.1,0.25,0.0999999999999998,0.0,0.1,0.030000000000000242,0.056259999999999984,0.09888320812556618,0.26556581747078734,0.016101819307377745,0.18148481815148482,0.031902123584604536,-0.06035335114034288
