,국내주식,글로벌 선진국 DM,글로벌 신흥국 EM,국내 국채(초장기),글로벌 IG 크레딧,사모주식 PE/VC,실물 인프라,사모대출 PD
국내주식,0.038025,0.013930723027632633,0.027698918655123358,0.0021768051760673785,0.0017255219374444385,0.023900053729799017,0.011084154334877605,0.005344334720934148
글로벌 선진국 DM,0.013930723027632635,0.026244,0.022359788772003907,0.0017465760266529426,0.006363529295668496,0.04727846522652855,0.022460558376819744,0.01990845454171575
글로벌 신흥국 EM,0.027698918655123358,0.022359788772003904,0.04409999999999999,0.0016278963482967443,0.005848498381891836,0.047824055054952415,0.02489373157404031,0.01776486017108332
국내 국채(초장기),0.002176805176067379,0.0017465760266529426,0.001627896348296744,0.0042250000000000005,0.0016874772912066343,0.00555801185833327,0.0018069854751801345,5.021170026024213e-05
글로벌 IG 크레딧,0.001725521937444439,0.006363529295668498,0.005848498381891836,0.0016874772912066343,0.006084,0.010033658195879848,0.007041613262494345,0.004770069351205708
사모주식 PE/VC,0.023900053729799017,0.04727846522652855,0.047824055054952415,0.00555801185833327,0.010033658195879848,0.10890000000000001,0.0357096352889761,0.03635129332804959
실물 인프라,0.011084154334877605,0.022460558376819744,0.02489373157404031,0.0018069854751801345,0.0070416132624943435,0.0357096352889761,0.027225000000000003,0.01626994927859771
사모대출 PD,0.005344334720934148,0.01990845454171575,0.01776486017108332,5.021170026024207e-05,0.004770069351205707,0.03635129332804958,0.01626994927859771,0.020306250000000005
